Date,Open,High,Low,Close
2026-02-06,6800,6800,6575,6700
2026-02-09,6750,6750,6525,6650
2026-02-10,6700,6850,6650,6850
2026-02-11,6800,6825,6700,6750
2026-02-12,6775,6900,6750,6775
2026-02-13,6775,6775,6575,6650
2026-02-18,6750,6750,6650,6700
2026-02-19,6700,6775,6550,6600
2026-02-20,6600,6650,6550,6550
2026-02-23,6625,6650,6550,6625
2026-02-24,6650,6725,6550,6550
2026-02-25,6600,6675,6575,6650
2026-02-26,6700,6725,6575,6725
2026-02-27,6725,6750,6575,6675
2026-03-02,6600,6625,6275,6300
2026-03-03,6400,6425,6250,6275
2026-03-04,6275,6325,6000,6150
2026-03-05,6300,6350,6200,6325
2026-03-06,6300,6300,6050,6125
2026-03-09,5900,5900,5800,5850
2026-03-10,5900,6150,5900,6000
2026-03-11,6000,6050,5875,5950
2026-03-12,5975,6050,5900,5950
2026-03-13,5900,5950,5775,5825
2026-03-16,5875,5900,5675,5850
2026-03-17,5925,5925,5750,5800
2026-03-25,6300,6600,6100,6600
2026-03-26,6575,6575,6225,6250
2026-03-27,6200,6225,6050,6125
2026-03-30,6100,6400,6000,6350
2026-03-31,6350,6350,6175,6250
2026-04-01,6275,6350,6125,6250
2026-04-02,6150,6300,6025,6075
2026-04-06,6075,6125,6025,6100
2026-04-07,6075,6075,5875,5900
2026-04-08,6050,6250,6025,6200
2026-04-09,6150,6175,6050,6175
2026-04-10,6225,6350,6200,6300
2026-04-13,6275,6275,6150,6175
2026-04-14,6250,6275,6100,6150
2026-04-15,6250,6400,6225,6300
2026-04-16,6350,6375,6175,6200
2026-04-17,6275,6475,6250,6375
2026-04-20,6375,6450,6275,6350
2026-04-21,6450,6450,6300,6325
2026-04-22,6425,6625,6375,6600
2026-04-23,6600,6625,6325,6325
2026-04-24,6400,6475,6275,6325
2026-04-27,6375,6375,6125,6125
2026-04-28,6150,6200,6025,6025
2026-04-29,6125,6250,6025,6050
2026-04-30,6075,6075,5975,5975
2026-05-04,6050,6125,6025,6075
2026-05-05,5825,5950,5725,5875
2026-05-06,5950,5975,5750,5750
2026-05-07,5800,5900,5775,5850
2026-05-08,5875,6000,5800,5825
2026-05-11,5925,6050,5825,6050
2026-05-12,6050,6100,5850,5850
2026-05-13,5850,5900,5750,5750
2026-05-14,5750,5750,5750,5750
2026-05-15,5750,5750,5750,5750
2026-05-18,5825,6000,5775,6000
2026-05-19,6000,6050,5925,5950
2026-05-20,5950,6100,5900,5975
2026-05-21,6000,6025,5600,5600
2026-05-22,5625,5650,5300,5400
2026-05-25,5425,5625,5325,5600
2026-05-26,5575,5600,5125,5125
2026-05-27,5125,5125,5125,5125
2026-05-28,5125,5125,5125,5125
2026-05-29,4800,5200,4800,5000
2026-06-02,5000,5050,4840,4900
2026-06-03,4900,4920,4670,4840
2026-06-04,4810,4840,4570,4630
2026-06-05,4600,4620,4530,4570
2026-06-08,4550,4550,4350,4360
2026-06-09,4360,4680,4360,4670
2026-06-10,4650,4750,4530,4700
2026-06-11,4700,4950,4680,4700
2026-06-12,4760,4810,4720,4740
2026-06-15,4900,4980,4880,4890
2026-06-17,4880,4910,4790,4800
2026-06-18,4800,4830,4710,4770
2026-06-19,4770,4830,4750,4810
2026-06-22,4880,4880,4710,4730
2026-06-23,4730,4780,4650,4680
2026-06-24,4830,4830,4630,4640
2026-06-25,4640,4950,4640,4920
2026-06-26,4920,4930,4710,4760
2026-06-29,4770,4770,4680,4710
2026-06-30,4710,4720,4470,4520
2026-07-01,4530,4650,4500,4600
2026-07-02,4620,4680,4580,4580
2026-07-03,4600,4830,4600,4810
2026-07-06,4810,4810,4690,4780
2026-07-07,4790,4980,4780,4930
2026-07-08,4930,4980,4870,4890
2026-07-09,4900,4900,4760,4880
2026-07-10,4850,4870,4770,4810
2026-07-13,4810,4860,4730,4850
2026-07-14,4850,4910,4810,4880
2026-07-15,4880,4930,4850,4850
2026-07-16,4850,5150,4840,5100
2026-07-17,5125,5200,5025,5100
2026-07-20,5125,5250,5050,5050
2026-07-21,5100,5150,5050,5100
2026-07-22,5150,5300,5100,5150
2026-07-23,5150,5175,5000,5000
2026-07-24,4980,4980,4900,4980
2026-07-27,4950,4950,4900,4910
2026-07-28,4920,5025,4920,4970
2026-07-29,5000,5025,4950,4960
2026-07-30,4920,4950,4870,4950
2026-07-31,5000,5175,5000,5100
2026-08-03,5275,5275,5000,5050
2026-08-04,5050,5125,5000,5125
2026-08-05,5150,5175,5000,5025
2026-08-06,5050,5125,5025,5100
2026-08-07,5050,5175,5025,5100
2026-08-10,5100,5100,4960,5000
2026-08-11,5000,5025,4860,4870
2026-08-12,4870,4920,4810,4860
2026-08-13,4880,4890,4780,4800
2026-08-14,4800,4820,4760,4780
2026-08-18,4800,4820,4760,4790
2026-08-19,4790,4800,4720,4730
2026-08-20,4750,4790,4730,4790
2026-08-21,4840,4850,4780,4780
2026-08-24,4800,4800,4730,4790
2026-08-26,4800,4810,4740,4780
2026-08-27,4780,4810,4740,4790
2026-08-28,4790,4860,4760,4800
